Area_Name,Year,Group_Name,Sub_Group_Name,K_A_Cases_Reported,K_A_Female_10_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
Nagaland,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),23,5,2,0,0,8,1,27,2,15,2,0,19,0
Odisha,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),522,229,196,1,0,426,0,524,43,45,10,0,98,0
Puducherry,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),4,3,0,0,0,3,0,6,0,0,2,1,3,0
Punjab,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),513,232,109,12,1,355,1,513,34,64,49,4,158,7
Rajasthan,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),2718,529,1222,391,8,2165,15,2718,114,266,158,10,553,5
Sikkim,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),6,0,0,0,0,0,0,7,0,6,1,0,7,0
Tamil Nadu,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),952,161,395,50,0,610,4,952,114,65,132,31,342,0
Tripura,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),93,29,6,8,0,43,0,286,170,58,15,0,243,0
Uttar Pradesh,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),4330,931,1588,392,13,2932,8,4352,256,714,393,39,1420,18
Uttarakhand,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),183,19,107,0,0,126,0,183,5,33,19,0,57,0
West Bengal,2001,Kidnap - Total,14. Total (Sum of 1-13 Above),875,367,332,13,0,718,6,885,64,65,20,4,167,14
Andaman & Nicobar Islands,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),2,1,0,0,0,1,0,2,0,0,1,0,1,0
Andhra Pradesh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),1302,69,721,51,9,854,4,1302,6,297,125,13,448,7
Arunachal Pradesh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),57,3,34,1,0,38,0,57,0,19,0,0,19,0
Assam,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),1595,1,688,593,0,1282,0,1595,0,191,122,0,313,0
Bihar,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),2361,11,412,18,1,443,1,2361,13,1371,488,39,1918,7
Chandigarh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),54,31,16,1,0,49,1,57,0,1,5,0,8,2
Chhattisgarh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),178,75,73,3,0,160,9,178,2,11,3,2,18,0
Dadra & Nagar Haveli,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),9,0,5,0,0,5,0,10,0,4,0,1,5,0
Daman & Diu,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),3,0,1,0,0,1,0,3,0,2,0,0,2,0
Delhi,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),1323,249,568,89,0,951,45,1396,86,195,74,5,445,85
Goa,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),9,4,1,0,0,5,0,10,1,0,4,0,5,0
Gujarat,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),1015,286,486,37,1,822,12,1024,21,97,69,3,202,12
Haryana,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),427,19,257,11,0,295,8,438,20,61,52,3,143,7
Himachal Pradesh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),138,22,77,4,0,104,1,140,1,12,22,1,36,0
Jammu & Kashmir,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),674,23,533,40,0,596,0,674,0,36,42,0,78,0
Jharkhand,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),468,7,430,14,4,455,0,574,13,56,47,2,119,1
Karnataka,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),645,15,333,50,3,401,0,661,7,158,84,10,260,1
Kerala,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),162,45,32,7,0,88,4,175,11,25,35,11,87,5
Madhya Pradesh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),964,75,447,116,1,653,14,1006,43,135,142,11,353,22
Maharashtra,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),953,319,329,24,4,698,22,976,40,119,83,10,278,26
Manipur,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),157,42,33,7,0,82,0,157,0,42,33,0,75,0
Meghalaya,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),52,3,7,0,0,10,0,52,1,15,26,0,42,0
Mizoram,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),7,0,1,3,0,4,0,8,0,2,2,0,4,0
Nagaland,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),27,1,2,1,0,4,0,27,0,5,14,4,23,0
Odisha,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),523,6,421,5,0,432,0,523,2,79,10,0,91,0
Puducherry,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),10,3,2,0,0,6,1,10,0,2,2,0,4,0
Punjab,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),551,42,332,16,0,397,7,557,6,83,57,7,160,7
Rajasthan,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),2587,34,1693,287,2,2019,3,2587,12,377,163,13,568,3
Sikkim,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),9,0,3,6,0,9,0,9,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),1001,375,261,49,2,690,3,1008,97,123,83,8,318,7
Tripura,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),128,0,106,17,0,123,0,128,0,5,0,0,5,0
Uttar Pradesh,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),3430,314,1365,423,4,2108,2,3430,223,653,391,44,1322,11
Uttarakhand,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),198,0,164,6,0,170,0,198,3,16,8,1,28,0
West Bengal,2002,Kidnap - Total,14. Total (Sum of 1-13 Above),831,87,626,58,1,777,5,840,8,31,19,0,63,5
Andaman & Nicobar Islands,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),2,2,0,0,0,2,0,2,0,0,0,0,0,0
Andhra Pradesh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),1485,265,518,138,0,931,10,1485,82,298,139,19,554,16
Arunachal Pradesh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),68,8,43,0,0,51,0,68,1,16,0,0,17,0
Assam,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),1628,0,942,408,1,1351,0,1628,0,182,95,0,277,0
Bihar,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),2427,17,597,13,0,627,0,2435,21,1151,583,52,1808,1
Chandigarh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),32,12,14,0,0,29,3,33,1,0,3,0,4,0
Chhattisgarh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),177,37,100,17,0,155,1,177,4,9,5,1,22,3
Dadra & Nagar Haveli,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),7,3,0,0,0,4,1,8,0,2,2,0,4,0
Daman & Diu,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),1,0,0,1,0,1,0,1,0,0,0,0,0,0
Delhi,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),1156,175,439,160,2,817,41,1204,48,213,46,6,387,74
Goa,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),14,9,5,0,0,14,0,15,1,0,0,0,1,0
Gujarat,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),1044,235,514,60,4,823,10,1048,13,127,63,12,225,10
Haryana,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),388,87,182,10,0,280,1,400,3,79,35,2,120,1
Himachal Pradesh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),113,18,57,9,1,85,0,114,3,11,11,2,29,2
Jammu & Kashmir,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),712,38,511,66,0,615,0,712,0,51,45,1,97,0
Jharkhand,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),487,3,96,30,0,131,2,242,2,71,37,0,111,1
Karnataka,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),531,139,128,24,1,297,5,535,40,74,68,13,238,43
Kerala,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),189,11,75,4,4,102,8,189,7,39,30,5,87,6
Madhya Pradesh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),887,146,416,31,0,608,15,887,59,121,68,18,279,13
Maharashtra,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),926,301,296,24,1,649,27,955,32,131,117,4,306,22
Manipur,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),120,26,43,2,0,71,0,138,0,18,45,4,67,0
Meghalaya,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),49,5,2,2,0,9,0,49,1,8,29,0,40,2
Mizoram,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),8,3,0,0,0,3,0,9,0,3,3,0,6,0
Nagaland,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),38,0,2,0,0,2,0,89,0,37,45,5,87,0
Odisha,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),477,23,343,7,0,373,0,477,1,79,23,0,104,1
Puducherry,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),18,10,1,1,0,13,1,19,0,4,2,0,6,0
Punjab,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),464,51,279,7,0,341,4,505,12,94,46,5,164,7
Rajasthan,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),2238,37,1393,291,27,1750,2,2238,6,331,138,12,488,1
Tamil Nadu,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),879,20,545,71,7,647,4,922,10,133,102,24,275,6
Tripura,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),146,0,13,20,8,41,0,146,0,63,33,9,105,0
Uttar Pradesh,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),2208,443,855,168,8,1479,5,2211,118,402,180,19,732,13
Uttarakhand,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),171,7,124,2,0,134,1,172,0,30,7,0,38,1
West Bengal,2003,Kidnap - Total,14. Total (Sum of 1-13 Above),902,64,778,26,0,869,1,908,2,25,6,3,39,3
Andaman & Nicobar Islands,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),3,3,0,0,0,4,1,4,0,0,0,0,0,0
Andhra Pradesh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1526,296,581,122,14,1036,23,1532,78,193,164,28,496,33
Arunachal Pradesh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),65,8,33,0,0,41,0,65,0,18,6,0,24,0
Assam,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1906,0,1284,266,0,1552,2,1906,0,212,138,3,354,1
Bihar,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),3413,4,921,23,0,948,0,3413,21,1362,1042,35,2465,5
Chandigarh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),54,34,7,0,0,43,2,55,2,3,2,0,12,5
Chhattisgarh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),214,109,56,0,0,174,9,214,11,13,7,1,40,8
Dadra & Nagar Haveli,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),12,6,1,0,0,7,0,12,1,2,2,0,5,0
Daman & Diu,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),2,0,0,0,0,0,0,2,0,2,0,0,2,0
Delhi,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1209,297,408,54,1,851,91,1211,129,59,45,5,360,122
Goa,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),13,7,2,0,0,10,1,13,0,1,1,0,3,1
Gujarat,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1133,294,583,33,4,929,15,1143,22,121,62,1,214,8
Haryana,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),423,28,258,6,0,292,0,423,11,85,28,4,131,3
Himachal Pradesh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),123,19,76,7,0,103,1,125,2,8,8,0,22,4
Jammu & Kashmir,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),735,27,532,75,0,634,0,738,0,51,52,1,104,0
Jharkhand,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),468,3,96,30,0,131,2,238,2,67,37,0,107,1
Karnataka,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),592,25,252,53,6,348,12,603,4,101,114,22,255,14
Kerala,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),232,57,61,19,1,142,4,232,9,25,41,11,90,4
Madhya Pradesh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),832,158,345,46,3,552,0,832,14,115,130,14,280,7
Maharashtra,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1045,355,405,47,3,836,26,1103,20,96,100,10,267,41
Manipur,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),128,27,38,5,0,70,0,146,0,32,36,8,76,0
Meghalaya,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),54,11,8,0,0,20,1,55,11,9,12,0,35,3
Mizoram,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),15,0,2,0,3,5,0,15,0,9,1,0,10,0
Nagaland,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),23,0,0,0,0,0,0,25,0,13,12,0,25,0
Odisha,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),526,26,301,96,0,423,0,533,6,84,19,1,110,0
Puducherry,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),10,4,4,0,0,8,0,10,0,0,1,1,2,0
Punjab,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),463,33,287,11,0,336,5,485,11,96,34,2,149,6
Rajasthan,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),2384,102,1471,302,3,1881,3,2384,18,310,165,5,503,5
Sikkim,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),5,2,0,1,0,3,0,5,0,1,1,0,2,0
Tamil Nadu,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),870,85,594,21,2,705,3,878,0,102,60,6,173,5
Tripura,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),99,10,44,0,0,55,1,153,4,56,35,2,98,1
Uttar Pradesh,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),3337,537,1431,349,1,2324,6,3337,165,541,253,27,1013,27
Uttarakhand,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),213,29,75,22,0,127,1,213,5,53,28,0,86,0
West Bengal,2004,Kidnap - Total,14. Total (Sum of 1-13 Above),1200,126,864,91,0,1082,1,1206,3,81,31,1,124,8
Andaman & Nicobar Islands,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),2,1,0,0,0,1,0,2,1,0,0,0,1,0
Andhra Pradesh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1612,258,617,90,15,1000,20,1619,49,305,221,20,619,24
Arunachal Pradesh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),58,8,30,1,0,39,0,58,4,14,1,0,19,0
Assam,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1751,18,1228,210,0,1456,0,1751,0,179,116,0,295,0
Bihar,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),2693,27,882,20,0,929,0,2693,36,1274,408,37,1764,9
Chandigarh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),54,28,18,0,0,46,0,56,3,5,2,0,10,0
Chhattisgarh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),246,102,81,6,0,189,0,246,6,37,11,1,57,2
Dadra & Nagar Haveli,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),13,6,2,1,0,9,0,13,0,2,0,1,4,1
Daman & Diu,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),4,2,0,0,0,2,0,4,0,2,0,0,2,0
Delhi,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1590,267,540,97,2,952,46,1595,102,268,181,0,643,92
Goa,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),17,9,3,0,0,14,2,21,1,2,2,0,7,2
Gujarat,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1164,229,662,39,0,940,10,1172,27,106,67,10,232,22
Haryana,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),492,61,160,124,0,353,8,509,21,77,45,2,156,11
Himachal Pradesh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),118,34,62,7,0,104,1,118,1,8,3,1,14,1
Jammu & Kashmir,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),748,47,475,133,3,658,0,748,1,59,25,5,90,0
Jharkhand,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),621,9,33,37,0,79,0,621,13,211,318,0,542,0
Karnataka,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),589,39,235,43,0,318,1,597,6,157,107,5,279,4
Kerala,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),226,28,79,16,0,132,9,234,8,38,47,6,102,3
Madhya Pradesh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),847,163,276,148,3,604,14,847,53,103,68,9,243,10
Maharashtra,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1194,439,483,44,1,987,20,1336,48,127,128,15,349,31
Manipur,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),106,12,49,8,0,70,1,110,0,16,20,4,40,0
Meghalaya,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),48,10,8,0,0,18,0,48,2,12,16,0,30,0
Mizoram,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),13,0,2,0,3,5,0,13,0,7,1,0,8,0
Nagaland,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),26,0,2,1,0,3,0,32,0,16,12,1,29,0
Odisha,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),641,8,521,11,0,540,0,641,10,77,5,8,101,1
Puducherry,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),6,2,1,0,0,3,0,6,1,0,2,0,3,0
Punjab,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),478,34,283,38,1,361,5,518,7,86,46,5,157,13
Rajasthan,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1993,108,1169,263,6,1549,3,1993,17,275,140,8,444,4
Sikkim,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),3,1,1,0,0,2,0,3,0,0,0,0,1,1
Tamil Nadu,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1029,84,599,113,0,797,1,1043,2,167,66,9,246,2
Tripura,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),85,0,41,0,0,43,2,120,2,31,36,6,77,2
Uttar Pradesh,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),2955,615,1308,319,0,2247,5,2955,115,332,221,26,708,14
Uttarakhand,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),203,49,73,3,0,125,0,204,0,69,8,0,79,2
West Bengal,2005,Kidnap - Total,14. Total (Sum of 1-13 Above),1207,97,888,51,0,1039,3,1207,0,153,12,1,168,2
Andaman & Nicobar Islands,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),5,4,1,0,0,5,0,5,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),2030,418,794,85,2,1332,33,2063,31,389,287,8,731,16
Arunachal Pradesh,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),75,27,24,0,0,51,0,75,0,19,5,0,24,0
Assam,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),1825,25,1258,261,0,1544,0,1825,0,213,68,0,281,0
Bihar,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),2619,5,814,265,0,1084,0,2619,18,1151,236,128,1535,2
Chandigarh,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),65,37,16,1,0,58,4,66,1,3,2,0,8,2
Chhattisgarh,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),239,86,80,8,0,178,4,239,17,21,15,2,61,6
Dadra & Nagar Haveli,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),18,8,5,1,0,14,0,19,0,2,0,0,5,3
Daman & Diu,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),3,1,0,1,0,2,0,5,0,0,3,0,3,0
Delhi,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),1442,695,217,20,0,1046,114,1452,179,66,35,0,406,126
Goa,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),16,9,3,0,0,12,0,19,2,2,3,0,7,0
Gujarat,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),1128,333,529,77,0,952,13,1138,27,89,45,5,186,20
Haryana,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),635,147,318,9,2,480,4,642,15,90,44,8,162,5
Himachal Pradesh,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),130,52,47,8,0,108,1,131,3,9,7,1,23,3
Jammu & Kashmir,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),789,70,501,153,0,725,1,798,0,34,36,2,73,1
Jharkhand,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),635,137,122,42,0,301,0,491,40,107,38,0,190,5
Karnataka,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),563,53,223,34,2,315,3,635,11,193,95,16,320,5
Kerala,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),294,53,132,15,1,209,8,301,7,39,31,9,92,6
Madhya Pradesh,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),808,189,372,51,0,619,7,810,33,87,58,5,191,8
Maharashtra,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),1261,576,412,51,1,1084,44,1444,93,124,99,12,360,32
Manipur,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),130,30,43,6,0,79,0,134,4,18,31,0,55,2
Meghalaya,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),57,19,18,0,0,38,1,58,3,4,12,0,20,1
Mizoram,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),6,0,1,0,0,1,0,5,2,2,0,0,4,0
Nagaland,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),31,2,1,0,0,5,2,33,1,16,8,3,28,0
Odisha,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),704,72,469,36,0,577,0,704,7,101,11,8,127,0
Puducherry,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),18,9,1,1,0,13,2,18,0,1,1,1,5,2
Punjab,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),591,124,279,9,0,419,7,613,20,96,49,9,194,20
Rajasthan,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),1970,326,914,273,35,1553,5,1970,54,180,154,22,417,7
Sikkim,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),8,5,2,0,0,7,0,8,1,0,0,0,1,0
Tamil Nadu,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),906,108,579,46,2,737,2,923,10,96,63,13,186,4
Tripura,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),105,0,57,4,1,62,0,131,0,49,15,5,69,0
Uttar Pradesh,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),3318,660,1460,433,0,2554,1,3350,57,447,257,19,796,16
Uttarakhand,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),212,16,158,10,0,184,0,213,0,26,1,0,29,2
West Bengal,2006,Kidnap - Total,14. Total (Sum of 1-13 Above),1355,144,1026,24,0,1199,5,1355,3,132,16,1,156,4
Andaman & Nicobar Islands,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),12,6,3,1,0,10,0,13,2,0,1,0,3,0
Andhra Pradesh,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),2097,506,804,210,17,1568,31,2101,33,281,150,29,533,40
Arunachal Pradesh,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),68,3,41,0,0,44,0,68,0,13,11,0,24,0
Assam,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),1971,29,846,667,0,1542,0,1971,0,305,124,0,429,0
Bihar,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),2530,308,881,68,0,1262,5,2530,120,931,191,8,1268,18
Chandigarh,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),52,34,10,1,0,46,1,54,1,4,1,0,8,2
Chhattisgarh,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),244,81,56,39,0,182,6,244,8,26,20,0,62,8
Dadra & Nagar Haveli,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),9,5,1,0,0,6,0,9,0,0,2,0,3,1
Daman & Diu,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),1,0,1,0,0,1,0,1,0,0,0,0,0,0
Delhi,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),1688,587,451,26,0,1218,154,1768,158,63,61,6,550,262
Goa,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),12,5,2,0,0,7,0,12,2,2,1,0,5,0
Gujarat,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),1312,395,576,85,2,1071,13,1327,29,139,61,7,256,20
Haryana,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),801,49,501,13,0,572,9,803,30,20,155,7,231,19
Himachal Pradesh,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),171,87,62,6,0,156,1,173,5,4,6,0,17,2
Jammu & Kashmir,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),758,8,585,127,0,720,0,772,0,28,24,0,52,0
Jharkhand,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),762,12,334,71,0,417,0,762,40,191,100,11,345,3
Karnataka,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),680,79,284,26,2,397,6,721,10,188,102,14,324,10
Kerala,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),255,58,102,13,0,181,8,262,4,32,28,11,81,6
Madhya Pradesh,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),922,234,409,41,1,706,21,959,30,132,63,9,253,19
Maharashtra,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),1312,595,429,26,3,1090,37,1448,71,130,98,15,358,44
Manipur,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),150,42,39,7,0,92,4,196,4,38,51,9,104,2
Meghalaya,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),52,7,15,0,0,22,0,52,1,19,9,0,30,1
Mizoram,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),4,0,2,0,0,2,0,4,0,2,0,0,2,0
Nagaland,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),17,2,2,2,0,8,2,17,0,3,6,0,9,0
Odisha,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),801,58,525,53,4,640,0,804,10,121,33,0,164,0
Puducherry,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),20,9,4,0,0,14,1,20,1,2,2,0,6,1
Punjab,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),760,253,305,9,2,579,10,790,21,95,72,9,211,14
Rajasthan,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),2177,487,927,254,12,1694,14,2177,70,244,135,16,483,18
Sikkim,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),9,7,1,0,0,9,1,9,0,0,0,0,0,0
Tamil Nadu,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),1270,196,826,86,0,1118,10,1283,5,73,72,9,165,6
Tripura,2007,Kidnap - Total,14. Total (Sum of 1-13 Above),113,11,56,14,0,81,0,146,0,34,28,3,65,0
